imdb_title_id,title,year,genre,country,language,director,description,avg_vote,votes
tt0028070,Havana Darkness,2018,Thriller,USA,"English, Spanish",Guillermo Iván,"Travelling to Havana, Cuba, to investigate the origins of a mysterious manuscript supposedly written by acclaimed American novelist, Ernest Hemingway, three friends are thrust into a ...",3.8,494
tt0028112,Penance,2018,Action,"Ireland, UK","English, Irish",Tom Collins,An exploration of political violence.,5.8,185
tt0028117,Recovery,2019,Horror,USA,English,John Liang,The patients and staff of a secluded heroin treatment center must do battle with more than their own demons as a mysterious killer begins picking them off one-by-one.,4.7,772
tt0028120,Manmarziyaan,2018,Romance,India,Hindi,Anurag Kashyap,"A love triangle between a spirited young woman, her outgoing boyfriend and a fiance who's husband material.",6.9,6791
tt0028165,Split Lip,2019,Action,USA,English,Christopher Sheffield,Contract killer SET makes a mistake during an operation and her employer doesn't tolerate mistakes. She gets a head start before other killers are sent her way. A young man sees her split lip and treats her like a hurt puppy or kitten.,3.6,200
tt0028176,Dagenham,2018,Thriller,UK,English,Jo Morris,"A desperate mothers fight against drugs, death and desperation in the deprived town of Dagenham.",3,121
tt0028181,Charlie Charlie,2019,Horror,USA,English,Glenn Plummer,"A group of teenagers look to have the best Spring Break party ever before going off to college. However, when party goers start to die, who's to blame? Themselves? Or the demon they ...",2.4,172
tt0028190,The Combination: Redemption,2019,Drama,Australia,English,David Field,Six years on and John is still haunted by the death of his younger brother. The choices he faces will push him to the edge like never before.,4.5,212
tt0028201,Lo más sencillo es complicarlo todo,2018,Comedy,Mexico,Spanish,Rene Bueno,"Renata has been in love with Leonardo, her half brother's best friend. But he meets Susana and decides that she is the woman of his life. Renata starts a plan to separate them.",3.8,578
tt0028217,Que le diable nous emporte,2018,Drama,France,French,Jean-Claude Brisseau,"A saintly woman, Clara, guides three recent acquaintances in a journey of self-discovery with the help of Tonton, an elder man who has reached an enhanced state of connection with the universe.",5.6,187
tt0028270,Ash,2019,Drama,Canada,English,Andrew Huculiak,A small town news reporter is accused of unspeakable crimes while he follows a massive forest fire that threatens his community.,5.3,164
tt0028286,The Everglades Killings,2018,Horror,USA,English,Ben Wilder,"It's March in South Florida. The beach towns are flush with young people looking for action and excitement. For one unlucky group of thrill-seeking spring breakers, their adventure leads to...",3.8,307
tt0028330,A Lesson in Cruelty,2018,Comedy,USA,English,Alexander Salazar,"A powerful egomaniac is thrown a party, but the attendees have no intention of honoring the hated man, rather to teach him a cruel lesson.",4.8,367
tt0028353,Atlas,2018,Drama,Germany,German,David Nawrath,"Walter is a 60-year-old removal man for forced evictions. He recognizes in one of the tenants about to be evicted his estranged son, Jan. In order to help Jan, Walter has to confront not only his crooked boss but also his own past.",7.3,249
tt0028371,Raiva,2018,Drama,"Portugal, France, Brazil",Portuguese,Sérgio Tréfaut,"A beautiful and intense visual story about hunger, misery and exploitation in southern Portugal in the 1950's and about the growing rage and strength building up upon people. The Alentejo ...",7.1,189
tt0028455,Clemency,2019,Drama,USA,English,Chinonye Chukwu,"As she prepares to execute another inmate, Bernadine must confront the psychological and emotional demons her job creates, ultimately connecting her to the man she is sanctioned to kill.",6.5,2387
tt0028471,Hoax,2019,Horror,USA,English,Matt Allen,An investigative team travels deep into the remote Colorado wilderness after a group of young campers are viciously murdered by what may be Bigfoot.,3.9,551
tt0028483,Akinito potami,2018,Drama,"Greece, France, Latvia","Greek, English, Russian",Angelos Frantzis,"Anna and Petros, a Greek couple who recently moved to an industrial Siberian town on account of Petros' work, are shocked to discover Anna is pregnant with no prior intercourse. Did she ...",5.5,145
tt0028496,Tõde ja õigus,2019,Drama,Estonia,Estonian,Tanel Toom,TRUTH AND JUSTICE is the story of an uncompromising man whose soul is corrupted by the relentless pursuit of his dream.,8.5,2644
tt0028509,Linhas Tortas,2019,Drama,Portugal,Portuguese,Rita Nunes,"Luísa, actress, and António, an older writer and journalist, cross paths on Twitter. He is on the social network anonymously, under the name Rasputine. They begin to exchange messages and develop an obsession with each other.",5.8,106
tt0028558,Boyne Falls,2018,Thriller,USA,English,Steve Kopera,"Two contentious buddies head into the forest for a work retreat, stumble upon an isolated meth lab, and find themselves fighting for their lives.",6,789
tt0028568,The Bay of Silence,2020,Thriller,UK,"English, French, Italian",Paula van der Oest,"Will believes his wife Rosalind is innocent of their son's suspected murder, only to discover the devastating truth behind her past links her to another unsolved crime.",4.3,768
tt0028589,Airplane Mode,2019,Comedy,USA,English,"David Dinetz, Dylan Trussell",Horny American teenagers fly to Australia for sex at the social media convention in Sydney. Will Logan survive his fear of flying? Will the pilots survive passengers not using airplane mode? Will anyone survive?,3.5,3292
tt0028603,Life of the Party - Una mamma al college,2018,Comedy,USA,English,Ben Falcone,"After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",5.6,32014
tt0028620,Scopophilia,2018,Thriller,Greece,Greek,"Electra Angeletopoulou, Natalia Lampropoulou","Through the voyeuristic nature of the internet, Alexis unintentionally witness a murder through his computer. Will he be able to uncover the murderer or he will be caught into his trap?",6.3,102
tt0028628,Truth or Double Dare (TODD),2018,Horror,USA,English,Shaquita Smith,"The graduating class of 2006 gets together for their 10 yr reunion party. But suddenly, classmates start dying, and its all centered around a game of truth or dare.",2.3,116
tt0028679,Social Animals,2018,Comedy,USA,English,Theresa Bennett,"A childless, single, broke, stoner attempts to salvage her failing business and love life while falling in love for the first time with a married man.",5.2,1590
tt0028755,Beautifully Broken,2018,Drama,USA,English,Eric Welch,"As three fathers fight to save their families, their lives become intertwined in an unlikely journey across the globe, where they learn the healing power of forgiveness and reconciliation.",5.7,355
tt0028758,Nocturnal,2019,Drama,UK,English,Nathalie Biancheri,"Laurie, a cynical schoolgirl, builds and nurtures a secret friendship with Pete, an older man who's apparently obsessed with her.",6.4,153
tt0028799,Swell,2019,Drama,USA,English,Justin Lee,A young woman embarks on a road trip to find her younger Brother who she hasn't seen in 18 years at the request of her dying Grandfather.,5.2,159
tt0028808,Parwareshghah,2019,Drama,"Denmark, Luxembourg, France, Germany, Afghanistan","Dari, Russian, Hindi, Urdu",Shahrbanoo Sadat,A 15-year-old ticket scalper in Kabul dreams of Bollywood until the Soviets force him into a state facility.,6.6,463
tt0028841,Marfa Girl 2,2018,Drama,USA,English,Larry Clark,"A young mother living in Marfa, Texas struggles to raise her child after suffering from a brutal sexual assault.",4.9,268
tt0028850,Darkness Visible,2019,Thriller,"UK, India, USA","English, Hindi",Neil Biswas,"London-raised Ronnie returns to his home in India to discover his mother Suleka has died in mysterious circumstances. As he uncovers a series of similar past murders, Ronnie's own inner-darkness come to light.",5.6,298
tt0028860,American Criminal,2019,Thriller,USA,English,Dylan Bank,"A filmmaker's dream, Blue Lives Matter will be one of the only movies ever to be filmed entirely in one shot ...A police officer, a prosecutor, a judge, and a forensic scientist conspire to...",6.5,330
tt0028874,Jimmie,2018,Drama,"Sweden, Austria, Croatia","Swedish, German, Croatian",Jesper Ganslandt,A four-year-old boy and his father set out to find safety when violent conflict erupts in their native Sweden.,6,243
tt0028880,Dance Night Obsession,2019,Thriller,USA,English,Harvey Lowry,"When a woman is murdered by an unknown assailant, it is left to her twin sister to pick up the pieces.",3.9,127
tt0028905,The Aspern Papers,2018,Drama,"UK, Germany",English,Julien Landais,A young writer tries to obtain romance letters a poet sent to his mistress.,4.6,503
tt0028945,Viaggio con papà - Istruzioni per l'uso,2018,Comedy,USA,English,Steve Clark,"After suffering a heart attack, a world famous, hard-drinking actor is forced to drive cross country with his estranged son (who testified against him in his parents' divorce) on one last madcap adventure.",5.2,550
tt0028974,Svart Cirkel,2018,Horror,"Mexico, Sweden",Swedish,Adrián García Bogliano,"The lives of two sisters change dramatically, since they were hypnotized by a mystical vinyl record from the 1970s.",4.8,107
tt0029019,Old Boys,2018,Comedy,"UK, Sweden","English, French",Toby MacDonald,"In the school-set re-working of Cyrano, an awkward but imaginative pupil helps the handsome but spectacularly dim school-hero pursue the fiery daughter of a visiting French teacher.",6.1,929
tt0029077,El día de la unión,2018,Drama,Mexico,Spanish,Kuno Becker,"A journalist tries to find his son in a collapsed building during Mexico's 1985 earthquake, which killed almost 4000 people.",4.3,238
tt0029157,Bully,2018,Comedy,USA,English,Santino Campanelli,"A coming-of-age comedy about Jimmy (Tucker Albrizzi), a quiet, heavy-set high school kid who is constantly tormented by the resident school bully Miles (Jack DiFalco) and his cronies. After...",5.4,180
tt0029179,Le livre d'image,2018,Drama,"Switzerland, France","French, English, Arabic, Italian, German",Jean-Luc Godard,Nothing but silence. Nothing but a revolutionary song. A story in five chapters like the five fingers of a hand.,6.2,2200
tt0029190,Angels Fallen,2020,Horror,USA,English,Ali Zamani,"After the tragic loss of his wife battling the forces of darkness, Gabriel is persuaded to rejoin his former team of demon hunters traveling from relatively obscurity in America to the deep...",4.3,835
tt0029218,What the Night Can Do,2020,Drama,USA,English,Christopher Martini,Luana is a 12-year-old girl struggling to grasp the world collapsing around her.,4.4,125
tt0029291,Portugal,2018,Drama,Estonia,Estonian,Lauri Lagle,This adventurous and soulful story with comedic beats is a feature film debut by acclaimed actor and stage director Lauri Lagle. Karina and Martin are in a pleasant relation where everyday ...,5,106
tt0029301,Escape from Pretoria,2020,Thriller,"UK, Australia, USA, South Africa",English,Francis Annan,"Based on the real-life prison break of two political captives, Escape From Pretoria is a race-against-time thriller set in the tumultuous apartheid days of South Africa.",6.8,15305
tt0029314,2 Graves in the Desert,2020,Thriller,France,English,Benjamin Goalabré,"A man and woman wake to find themselves tied and gagged in the trunk of a pick-up truck and it soon becomes clear that they have been kidnapped and taken as hostages. Their two kidnappers have their own agenda, and it's not a pleasant one.",2.7,190
tt0029335,In God I Trust,2018,Drama,Canada,English,Maja Jacob,"Redemption, violence, and faith define a young black man, a reckless white nationalist, and a pair of traveling vacationers during a random encounter within northern Idaho.",7.1,1311
tt0029365,Fright Fest,2018,Horror,USA,English,Ante Novakovic,Blood runs rampant on Halloween night when a small towns' Fright Fest becomes real inside the walls of a long abandoned asylum.,3.6,584
tt0029388,Conspiracy X,2018,Horror,UK,English,"Britmic, Sam Mason-Bell",An anthology of horror stories based on global conspiracy theories,2.6,180
tt0029391,Mary,2019,Horror,"USA, Canada",English,Michael Goi,A family looking to start a charter-boat business buys a ship that holds terrifying secrets once out on isolated waters.,4.4,2459
tt0029446,Veere Di Wedding,2018,Comedy,India,Hindi,Shashanka Ghosh,Four girls on their way to find true love discover that friendship this strong has its consequences.,3.2,11395
tt0029602,Over-the-Rhine,2020,Drama,USA,English,Mitch Teemley,"A woman's only son is killed by an opiate-addicted driver. Her grief turns to rage when the court system fails her and, desperately seeking justice, she pursues him. Their confrontation reveals more than they ever could have imagined.",4.1,105
tt0029609,You Can't Say No,2018,Comedy,USA,English,Paul Kramer,"Just days from signing divorce papers, Hank and Alexandra give their relationship one final shot by playing a game with only one rule: no matter what they ask each other to do, they can't say no.",3.9,269
tt0029661,Tuntematon mestari,2018,Drama,Finland,"Finnish, Swedish",Klaus Härö,An elderly art dealer investigates the history behind an unsigned painting that promises to bring his suffering career to a successful end.,7.4,673
tt0029685,Point Man,2018,Action,USA,English,Phil Blattenberger,Set in Vietnam in April 1968 - three months after the tide-turning Tet Offensive and one month after the assassination of Martin Luther King Jr. - Point Man is the story of a U.S. Army fire...,3.8,352
tt0029706,Know Your Enemy,2019,Drama,USA,English,Randy Feldman,"A Middle Eastern man invades the home of a young, affluent couple as a result of a road rage incident, and the results are a tense exploration of their preconceptions and misconceptions.",5.6,116
tt0029740,Yung,2018,Drama,Germany,German,Henning Gronkowski,"YUNG is a trip following four young girls into the pulsating and hedonistic subculture of modern day Berlin. But above all, it's a pure, rough and authentic pic about friendship.",5.7,145
tt0029786,La rosa velenosa,2019,Thriller,"Italy, USA","English, Spanish","Francesco Cinquemani, George Gallo","Inspired by classic film noir, Carson Phillips, an ex-football star turned PI, has a soft spot for a lady in distress.",4.7,5357
tt0029790,Un marito da addestrare,2018,Comedy,USA,English,Sandra L. Martin,A marriage therapist attempts to fix her own marriage by focusing on how to change her husband.,4.5,554
tt0029817,Dedicada a mi Ex,2019,Comedy,"Colombia, Ecuador",Spanish,Jorge Ulloa,"A band of misfits enter a music video contest in order to win a cash prize, but don't realize they actually have to be good at playing music.",7.5,307
tt0029819,Yahan Sabhi Gyani Hain,2020,Comedy,India,Hindi,Anant Tripathi,"A satirical comedy film shot in Kanpur. The story revolves around a delusional and dysfunctional ""Kanpuriya"" family, are told of having hidden ancestral treasure. But in the process of finding the treasure, find the true lesson of life.",5.3,206
tt0029831,No Alternative,2018,Drama,USA,English,William Dickerson,This coming-of-age drama blasts open the world of grunge-era teenagers in the early 90s.,5.9,189
tt0029845,Desert Shores,2018,Drama,USA,English,Michael Stevantoni,"Hoping to convince his wife that a promotion across the country could change their lives, Brian takes her on a trip to a faded resort town where they once honeymooned. Here, Brian is forced to examine his own marriage, fears, and integrity.",6,237
tt0029849,Vengeance,2018,Action,UK,English,Ross Boyask,"When ex-soldier turned mercenary, John Gold, learns of the murder of his best friend, he sets off on a mission to find out what happened. What he discovers is a sinister conspiracy and he sets about taking down those responsible one by one.",4.4,1117
tt0029940,Cría puercos,2018,Drama,Mexico,Spanish,Ehécatl García,"With the death of her husband and the absence of her son, Esmeralda has lost her interest in life until she regains hope when a piglet comes into her life.",7.3,127
tt0029941,Zgodbe iz kostanjevih gozdov,2019,Drama,Slovenia,"Slovenian, Italian",Gregor Bozic,"In a decaying forest on the Yugoslav-Italian border in the years after World War II, a stingy, old carpenter and a lonely, young chestnut seller share imaginative memories of the past as ...",6.4,231
tt0029972,Night Out,2018,Comedy,Germany,"English, German",Stratos Tzitzis,"Saturday night in Berlin; a bunch of friends go out to have fun. Others are also out exploring the city and their relationships. A colorful mix of singles, couples, heteros, homosexuals, ...",4.2,146
tt0029989,Youtopia,2018,Drama,Italy,"Italian, English",Berardo Carboni,Youtopia is the story of a young woman who decides to sell her virginity to pay debts of her mother and of the man who decides to buy it . It's a Bildungsroman in which the protagonist discovers new worlds and new feelings.,5.5,188
tt0029995,Paradize 89,2018,Family,Latvia,Latvian,Madara Dislere,"Arriving at her cousins home in a late eighties Latvia rattled by political turmoil and faced with divorce in her own family, nine year old Paula learns that no matter what the future of ...",6.7,182
tt0030066,Wildlife,2018,Drama,USA,English,Paul Dano,A teenage boy must deal with his mother's complicated response after his father temporarily abandons them to take a menial and dangerous job.,6.8,21929
tt0030184,Styx,2018,Drama,"Germany, Austria, Netherlands, Malta","English, German",Wolfgang Fischer,"""Styx"" depicts the transformation of a strong woman torn from her contented world during a sailing trip.",6.5,2406
tt0030226,Valentine DayZ,2018,Horror,USA,English,Mark Allen Michaels,"Middle-aged Max and Sara meet and fall for each other in Palm Springs, but their love story is cut short due to a sudden zombie outbreak. Max is not as mild-mannered as he appears, and has ...",2.1,100
tt0030231,The Mustang,2019,Drama,"France, Belgium",English,Laure de Clermont-Tonnerre,"The story of Roman Coleman, a violent convict, who is given the chance to participate in a rehabilitation therapy program involving the training of wild mustangs.",6.9,8909
tt0030256,The Flood,2019,Drama,UK,English,Anthony Woodley,A hardened immigration officer decides the fate of a dangerous asylum seeker.,5.2,703
tt0030337,Hatchback,2019,Comedy,USA,English,Eric H. Sheffield,"Wyatt, a cynical narcoleptic who lives in a flop house-like apartment, wants to be a journalist. His career dreams are nearly dashed when he notices a mysterious girl named Fern living on ...",4.3,100
tt0030382,The Viper's Hex,2018,Horror,Japan,Japanese,"Addison Heath, Jasmine Jakupi","Kiyo, a cursed hostess falls pregnant to Anchin. After learning the news, he flees Tokyo leaving her heartbroken. Kiyo, now alone turns to someone who has been with her since birth - A vengeful spirit known only as ""The Viper""",7.4,109
tt0030392,La terra buona,2018,Drama,Italy,Italian,Emanuele Caruso,"There is a place in this world, where anything you want to happen, does happen. Where people smiling. Where children are free. Where see the sun rise, is still touching. Where a friend is still a treasure. Where your life can be another.",6.2,113
tt0030413,Finché matrimonio non ci separi,2018,Comedy,Mexico,Spanish,Santiago Limón,Daniel and Maria are about to get married and have a modern wedding on the beach in mind. But their families have other plans for the celebration.,4.9,343
tt0030457,Uma Vida Sublime,2018,Drama,Portugal,Portuguese,Luís Diogo,Dr. Ivan has found two radical cures for unhappiness: the diagnosis of fake terminal cancers and the temporary elimination of some of the 5 senses. But will the therapies result or will they have unforeseeable side effects?,6.2,184
tt0030518,What Lies Ahead,2019,Thriller,USA,English,Rob Gardner,"When two young women are thrown together on an unexpected road trip, an aggressive peril emerges between them that grows stronger with each passing mile.",3.3,255
tt0030621,All the Devil's Men - Squadra speciale,2018,Action,UK,English,Matthew Hope,"A battle-scarred War on Terror bounty hunter is forced to go to London on a manhunt for a disavowed CIA operative, which leads him into a deadly running battle with a former military comrade and his private army.",5.1,2133
tt0030631,This Is Our Christmas,2018,Family,USA,English,Christian Filippella,"The Foxworth family decide to spend the Christmas holiday with their aunt Maggy, only to find her beloved bakery is under threat. It's up to the family to band together, save the bakery and pull off a Christmas miracle.",3.5,117
tt0030652,They're Inside,2019,Horror,USA,English,John-Paul Panelli,"When two sisters go to an isolated cabin in the woods to film a passion project, family secrets start to get in the way, as do masked strangers filming a passion project of their own.",4.2,707
tt0030668,Rakkhosh,2019,Horror,India,Hindi,"Abhijit Kokate, Srivinay Salian",The movie explores the horrors and fantasies of a patient trapped in a mental asylum.,4.7,144
tt0030696,Bille,2018,Drama,Latvia,Latvian,Inara Kolmane,"A life-provoking, hopeful and solemn story about the growth of one human child and the relationship with the world in Latvia at the end of the 1930s.",7.6,558
tt0030722,Obsession,2019,Thriller,USA,English,Goran Dukic,A farmhand begins an affair with his elderly boss' young wife.,4.9,338
tt0030732,Evening Shadows,2018,Drama,India,Hindi,Sridhar Rangayan,"Under the 'Evening Shadows', truth often plays hide and seek. Set in South India and Mumbai, 'Evening Shadows' is a tender heartwarming story about a mother-son bond that has to withstand the ravages of time, distance and truths.",7.1,394
tt0030746,Use Me,2019,Thriller,USA,English,Julian Shaw,An ambitious documentary filmmaker discovers the darkest parts of himself when he turns his camera on a beautiful woman who humiliates men for money.,4.1,410
tt0030755,Apparition,2019,Horror,USA,English,Waymon Boone,"A group of young people, guided by an app which connects living with the dead, find themselves at an abandoned castle. A place with a horrific history tied to each of them, for reasons they'll soon discover.",3,538
tt0030845,Não Se Aceitam Devoluções,2018,Comedy,Brazil,"Portuguese, Spanish, English",André Moraes,Juca Valente is an eternal flirt who doesn't think about having a serious relationship. But his life takes another turn when an American ex-girlfriend drops a baby with him and disappears.,4.7,112
tt0030850,Petra,2018,Drama,"Spain, France, Denmark","Spanish, Catalan",Jaime Rosales,"The identity of Petra's father has been hidden from her all her life. When her mother dies, Petra embarks on a quest which leads to Jaume, a celebrated artist and a powerful, ruthless man. ...",6.7,848
tt0030864,Untogether,2018,Drama,USA,English,Emma Forrest,Andrea is a recently sober writer whose career has stalled since she published her debut novel several years ago.,5.1,1169
tt0030867,Was uns nicht umbringt,2018,Drama,Germany,"German, English",Sandra Nettelbeck,"Maximilian (August Zirner) is a popular psychotherapist, but as such, he not only struggles with his own worries and problems, but also with those of his many patients.",5.7,135
tt0030881,The Axiom,2018,Horror,USA,English,Nicholas Woods,"At the risk of her group's safety, a young woman travels into a National Forest where her sister has become trapped in a multi-dimensional world of monsters.",5.6,3907
tt0030888,Cruel Peter,2019,Horror,Italy,English,"Christian Bisceglia, Ascanio Malgarini","Peter has been cruel to children, animals and servants for a long time. One night he is ambushed and wakes up in a coffin, trapped after an earthquake, in the city's Gothic cemetery.",5,1240
tt0030899,Las leyes de la termodinámica,2018,Comedy,Spain,"Spanish, English",Mateo Gil,A neurotic scientist tries to balance his love story with a famous top model with his obsession about that Laws of the Thermodynamics rule their relation.,6,2338
tt0030900,Eterna domenica,2018,Drama,Spain,"Spanish, French",Ramón Salazar,"A high-class old lady receives the unexpected visit of her long-time stranded daughter that she had left over thirty years ago, asking a strange request: to spend ten days the two together.",6.9,2772
tt0030933,Anthem of a Teenage Prophet,2018,Drama,Canada,English,Robin Hays,"Anthem tells the story of Luke (Monaghan) a teenager who foresees the death of his new best friend Stan (MacNicoll), the most popular guy in school. When this premonition becomes reality, ...",5.3,327
tt0030973,Red Army Hooligans,2018,Crime,UK,English,Steven M. Smith,"Tony was the leader of a notorious London Hooligan firm, but whilst fighting a Russian ultra he sustains a head injury and must sit out some of the fun. The football World Cup 2018 in ...",2.8,373
tt0030985,Stray,2018,Drama,New Zealand,English,Dustin Feneley,"In a cold and remote landscape, two strangers struggle to repair their broken pasts.",6.2,218
tt0031000,Delaware Shore,2018,Drama,USA,English,Raghav Peri,A Holocaust survivor who escapes the concentration camps finds refuge on a secluded Delaware Beach and raises her abandoned twin grandchildren.,9.1,507
tt0031012,Soni,2018,Drama,India,Hindi,Ivan Ayr,"While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives.",7.2,2213
tt0031072,Little Forest,2018,Drama,South Korea,Korean,Soon-rye Yim,A young woman grows tired of life in the city and returns to her hometown in the countryside.,7.1,1618
tt0031092,Güvercin,2018,Drama,Turkey,Turkish,Banu Sivaci,"Only on the roof of his parents' house, above the alleys of a slum in Adana, with his beloved pigeons, can Yusuf find peace, and himself. Finding a foothold in the dystopian world outside is more difficult.",6.3,427
tt0031106,Padai Veeran,2018,Drama,India,Tamil,Dhana Sekaran,"Set in Aiyanaar Patti, a village in a rural area around Theni, where caste segregation is still practiced as the result of the controversial Criminal Tribes Act imposed by the British ...",6.3,136
tt0031158,Antiquities,2018,Comedy,USA,English,Daniel Campbell,"After his father's death, a young man searches to find who his dad was only to stumble onto himself.",6.5,1322
tt0031161,Rock Steady Row,2018,Drama,USA,English,Trevor Stevens,"Rock Steady Row centers around a young college freshman who, after his bike is stolen, lands on a college campus and is compelled to take action against the reigning fraternities and ultimately the dean.",4.7,208
tt0031178,Comme des garçons,2018,Comedy,France,"French, Italian, English",Julien Hallard,"The story of the first all-female soccer team in France, which started as a provocation but became a revolution.",6,460
tt0031277,Ride,2018,Action,USA,English,Alex Ranarivelo,The inspiring story of a BMX champion who overcame an abusive childhood through the love and life lessons of his interracial foster family.,5.3,105
tt0031309,The Reliant,2019,Action,USA,English,Paul Munger,"Economic collapse causes widespread rioting and social unrest, leaving a lovesick 19-year-old girl struggling to care for her siblings in a stretch of woods bordered by lawless anarchy, ...",3.6,1373
tt0031345,In Reality,2018,Romance,USA,English,Ann Lupo,"Ann is consumed by the fantasy of finding true love. Just when she thinks she's found it, she is friend-zoned. The disappointment of rejection sends her into an obsessive downward spiral ...",5.1,168
tt0031346,Viaje al cuarto de una madre,2018,Drama,Spain,"Spanish, English",Celia Rico Clavellino,"A daughter leaves home for the first time. Her mother, left behind, doesn't know how to fill the empty nest.",6.7,674
tt0031383,Hurricane Bianca: From Russia with Hate,2018,Comedy,USA,English,Matt Kugelman,"Released from prison, statutory rapist ex-teacher Deborah Ward seeks revenge on cross-dressing co-worker Richard Martinez who put her there.",4.7,2116
tt0031391,The Basement,2018,Horror,USA,English,"Brian M. Conley, Nathan Ives","A seemingly innocent man is abducted by a notorious L.A. serial killer, who forces his victims to role-play with him so that he can enact his capture, torture and murder fantasies.",4.4,2431
tt0031392,Der Läufer,2018,Drama,Switzerland,Swiss German,Hannes Baumgartner,One of the best runners in Switzerland tries to overcome the loss of his brother by robbing innocent women at night. Based on a true story.,5.9,214
tt0031400,Todo Mal,2018,Comedy,Mexico,Spanish,Issa López,"The plume of Moctezuma comes from visit to Mexico, and they will make it stay here, even if everything goes wrong.",4.6,198
tt0031403,Skin in the Game,2019,Thriller,USA,English,Adisa,"Abducted off the sidewalk of suburban America, fifteen year old Dani finds herself submerged in the horrific underground world of human trafficking. With no initial assistance from the ...",4.3,176
tt0031406,6 palloncini,2018,Drama,USA,English,Marja-Lewis Ryan,A woman (Jacobson) learns her brother (Franco) has relapsed on heroin.,5.8,3473
tt0031407,Obey,2018,Drama,UK,English,Jamie Jones,"As London slides towards a time of violent social unrest, on the estates of East London, a young man's life is torn apart by a love for a girl from a different place.",5.4,491
tt0031409,Waiting for the Barbarians,2019,Drama,"Italy, USA",English,Ciro Guerra,A Magistrate working in a distant outpost begins to question his loyalty to the empire.,5.8,3216
tt0031517,30 Nights,2018,Comedy,USA,English,Tom Metz III,"In a last ditch effort to save their marriage, Nick and Willa visit a renowned, yet eccentric, couples therapist and embark on a month-long journey of provocative and hilarious sex assignments.",4.6,162
tt0031548,Between the Trees,2018,Thriller,USA,English,Brad Douglas,"Steve, suffering from a collapsing marriage, invites his three closest friends on a weekend retreat to the mountains only to discover his real troubles are in the trees that surround them.",3.4,120
tt0031564,Roma,2018,Drama,Mexico,"Spanish, Mixtec, English, Japanese, German, French, Norwegian",Alfonso Cuarón,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,7.7,134612
tt0031641,Juanita,2019,Drama,USA,"English, Spanish",Clark Johnson,"Fed up with her life, Juanita leaves her grown kids behind and hits the road in search of a fresh start.",5.9,1992
tt0031645,37 sekanzu,2019,Drama,Japan,Japanese,Hikari,"Yuma is a young Japanese woman who suffers from cerebral palsy. Torn between her obligations towards her family and her dream to become a manga artist, she struggles to lead a self-determined life.",7.3,1589
tt0031716,Entre dos aguas,2018,Drama,Spain,Spanish,Isaki Lacuesta,"Isra and Cheíto are two brothers who have gone their separate ways. When Isra comes out of prison and Cheíto's long mission in the navy comes to an end, they both return to the isle of San ...",6.5,589
tt0031718,Hjärtat,2018,Drama,Sweden,Swedish,Fanni Metelius,"A film about intimacy, sexuality and a relationship that ends.",5.6,350
tt0031742,L'animale,2018,Drama,Austria,German,Katharina Mückstein,"L'Animale is a film about the contradictory forces that guide our lives: desire, passion, and reason.",6.7,483
tt0031743,Stirring,2018,Horror,USA,English,Troy Escamilla,A group of college students attending a Christmas party at a sorority house that has a sinister past are stalked by a bloodthirsty killer disguised as Mrs. Claus.,3.6,468
tt0031750,A Haunting at Silver Falls 2,2019,Horror,USA,English,Teo Konuralp,"Several years after a deadly struggle with her serial killer aunt, Jordan works to escape her troubled history. But when her aunt's revenge-seeking specter surfaces to join forces with a ...",3.2,235
tt0031761,The League of Legend Keepers: Shadows,2019,Family,USA,English,Elizabeth Blake-Thomas,A horror film for children. A family of archaeologists find the fifth pendant that has been missing for centuries. Unfortunately a spirit has also been searching for this pendant. Once all ...,5.2,764
tt0031804,The Gateway,2018,Sci-Fi,Australia,English,John V. Soto,"A particle physicist grieving over the loss of her husband in a car crash travels to a parallel world to find him again, with dire consequences for her family.",5.4,3869
tt0031838,The Baylock Residence,2019,Thriller,UK,English,Anthony M. Winson,"Patricia Woodhouse has been estranged from her sister for quite a few years due to a family feud. Suddenly she receives a letter detailing the sudden death of her sister Susanna Baylock, ...",3.7,99
tt0031894,Brampton's Own,2018,Drama,USA,English,Michael Doneger,"A struggling minor league baseball player retires and woefully returns to his small hometown, carefully dodging old wounds until confronted with the one that hurts the most - the girl that got away.",5.3,421
tt0031909,Hot Air,2018,Drama,USA,English,Frank Coraci,A right wing talk show host's life takes a sudden turn when his 16 year old niece comes crashing into his life.,5,750
tt0031914,À 2 heures de Paris,2018,Comedy,France,French,Virginie Verrier,"A mother never knew who her daughter's father was. When the daughter starts to crave an answer, they both return to their home region of Picardy to find out.",5.5,123
tt0031976,Cross 3,2019,Action,USA,English,"Patrick Durham, Paul G. Volk","Armed with an explosive powerful ancient cross amulet, Callan (Brian Austin Green) is back with his extraordinary team of weapons experts to defend Los Angeles from its biggest threat ...",2.2,158
tt0031988,Santa Fake,2019,Family,USA,English,J.M. Burris,"The Christmas-themed family film will follow Pat Keeley, a young man from Ireland who has emigrated to the United States and finds himself caught up in an escalating whirlwind of shenanigans that takes him from New York to Santa Fe.",5.4,99
